Text,Sentiment
"Shopee tolong respon. sudah 3 hari dana saya belum dikembalikan, nunggu dari pihak shopee juga belum diproses. Tolong pihak shopee ditingkatkan lagi kualitasnya. INI GIMANA WOYY, UANG GUA   GA BALIK BALIK",negative
Jelek jangan download,negative
sangat buruk barang saya tidak sampai� seharusnya sblm tgl 18 januari sudah sampai tapi gak sampai� hri ini sudah tgl 23 januari.,negative
Pengembalian dana katanya maksimal 1�24 jam ternyata bohong ! sudah hampir 3 hari dana nggak di kirim-kirim !,negative
dapat kupon tapi gak bisa di klaim,negative
"Ini gimana sih shopee?? Koinku kok ilang Terus ,brusan dapat 10k koin ilang lagi ?? Gapaham deh ! Keselll",negative
"Maaf ya jadi bintang 1, pengiriman jadi lelet",negative
"Pakai shopee express surabaya mojokerto sampainya 4hari sedangkan kalau pakai j&t semalam aja sudah sampai, barang nggak sampai tepat waktu jadi customerku pada kecewa. Ini bukan layanan yang saya inginkan ya",negative
"Shopee sudah gak asikk lagi, terkait jasa pengiriman sudah gak bisa memilih. Pihak shopee yang tentukan. Dan waktu pengiriman sangat lama.solusinya pindah ke aplikasi yang lain...",negative
"Kok setiap mau bayar ga bisa ya, sudah update sama install ulang juga padahal",negative
Kok mau verivikasi no hp gk bisa2,negative
aplikasi nya jlek nggak kaya dulu bagus,negative
"Ini gmn si ka saya download dari tadi ko ga kepasang�ya udh berulang�kali,tlng dong konfirmasi nya!",negative
"Aplikasi kopet... Masak dipakai beli pulsa g bisa, muncul tulisan anda telah memenuhi kuota pembelian har ini...?????????????????????????????????????????????????????????????????????? Mau ditransfer ke Bank ribet ny... proses verifikasi lelet... Ribet dah pakai shopee ...????????????",negative
"makin hari shopee ga jelas,mana pelit gratis ongkir lagi,kek nya pindah lapak aja lagi",negative
"Saya melakukan pengisian pulsa dengan metode pembayaran transfer melalui bank, status di mbanking saya udh berhasil tapi status di shopee masih belum bayar juga !! Saldo sengaja saya sisain bwt isi pulsa tapi malah kesedot ga guna !!",negative
Makin berat aja ya,negative
"performa shopee sekarang menurun, lelet, padahal jaringan saya bagus tapi buat check out aja susah. tolong dimaksimalkan lagi",negative
Harusnya Sama seperti sebelum-sebelum kita sebagai pembeli bisa memilih ekspedisi sesuai keinginan kami.... Kl spt ini kita g bisa nentuin paki ekspedisi apa!!! Dan lagi kita g bs nikmatin free ongkirnya!!!! Payah ???????????? kebijakan yang sungguh tidak mengenakkan di kami para pembeli,negative
Kenapa sekarang ga bisa top up free fire padahal sekarang banyak event seru pas mau top up lah ko ilang voucher games nya terus saya harus top up dimana?coba adain lagi dong,negative
Shopee tanam.. Penipu Ujung2 nya sruh beli dan bayar juga!!! sudah tanam lama2 Ujung2 nya Duit dan bayar.. Mending Langsung beli aja ngapain lama2 tanam. Asu lah,negative
"Ah,Kenapa ini Shopee lama amat buat nunggu Kabar antar Kirim Pesanan kok malah bertele2 updatetan ya,belum lama saya pakai,Aplikasi kok kayaK Abal2 dikit2 Upgrade tan apa sih yang mau diupgrade, apa ada lagi tentang Virus atau masalah Tanggulasi Pandemi Budidaya Tunggu Bilang Operasional Corona Ya Shopee.",negative
"Game shopee mancing gak jelas, masa poinnya bukannya nambah malah kurang banyak, emang bener sih mancing (mancing kemarahan)",negative
"Tolong untuk jasa layanan pengiriman AntarAja dibuang, karena barang sama sekali tidak bergerak sampai berhari-hari, saya sebagai customer merasa di rugikan dengan waktu dan finansial, karena barang harus di ambil di tempat. semoga pihak shopee memperhatikan dalam bekerja sama dengan jasa pengiriman barang.",negative
"aplikasinya lemot banget. Gabisa login padahal sudah coba pakai line, pakai password cuma loading, pakai nomer telpon kodenya gamasuk, maunya apa sih Tambahan: tiap kali mau ngasih ulasan selalu aja tulisannya halaman sedang dalam perbaikan. Capek tau nulis ulasan, masak mau ulang lagi",negative
Iklan nya mengangu aku waktu main game!!!!,negative
Kok ngga bisa metode COD? tulisannya bisa padahal,negative
Aplikasi shopee penipu saldo shopee pay saya d bobol sama penjuallb,negative
"Kurirnya gak bisa milih, biasanya saya make kurir j&t sekarang jadi gak bisa milih kurirnya, kecewa bangey shopee standar expres lama sampainya biasanya sehari sampe skrang 3 harian baru sampe kecewa lah",negative
"Ribet banget sekarang, sangat kecewa!!!",negative
"Semakin ke sini shopee semakin membagongkan. Jasa kirim hilang, gratis ongkir hanya untuk shopee pay. MAU MARAH!!!! TAPI SUARA PELANGGAN KECIL SEPERTI SAYA INI BISA APA!! SEMAKIN MEMPERSULIT.",negative
"Ya Allah ngga ngerti Kemarin saya zakat via shopee dg pertimbangan himbauan pemerintah mengurangi interaksi Saya pilih shopee karena sepertinya jelas ada pakait untuk 4 orang, beserta nama masing2 Cukup meyakinkan ya? Lalu saya bayar via transfer dan berhasil 1 minggu kemudian di hari ke 2 lebaran saya chek akun kok ada dana nambah di shopee payku senilai zakat itu Ku telusuri ternyata dana zakatku dikembalikan ke situ Lemes dong artinya ramadhan ini kami sekeluarga ngga zakat",negative
"Barang sudah diterima,tapi aplikasinya menunjukan barang sedang dikirim???????????????gimna coba bikin pusing aja.Ribet banget kya nya . Tolong diperbaiki lagii kedepanya??????",negative
kodenya gak dikirim2 ngebug terus????,negative
Voucher gratis ongkirnya gak bisa kepakai,negative
"kenapaaa jasa kirimnya sekarang gaada jnt dkk woiii sedih gabisa diatur sendiri,pliss shopee balikin kayak dulu lagi ya??????????????????",negative
"Kenapasiii sekarang jasa kirimnya ga bisa pilih sendiriiii, maaf yah kasih bintang satu. Dan tolong ubah jadi semula",negative
"Shopee express standard= pengiriman lama, nggak update2",negative
Setelah di update makin gk jelas di jasa pengiriman tolong di perhatikan lagi... karena pembeli cari yang terbaik untuk jasa pengiriman... @shopecare tlong dong di menu pengiriman di ubah seperti semula jadi bisa pilih ekspedisi yang di mau karena masing2 ekspedisi setiap daerh ada plus minusnya Klau seperti sekarang jadinya rondom jadi gk tau ekspedisi nya pakai apa Klau pas yang cocok di daerah tertentu yaa bagus klau tidak malah makin lama,negative
Buruk. Setelah diupdate malah ngga bisa login. Jasa kirim otomatis dipilihkan shopee. Tidak fair. Giliran pembeli mau ubah opsi jasa kirim eh sudah keduluan seller acc jasa kirim. Ongkir id express yang tadinya cuman 7500 semenjak ada kebijakan shopee yang baru jadi 12.000. Korupsi.,negative
"Setelah diapdute ko malah gak bisa lihat etalase toko nya ya,malah informasi gangguan suruh muat ulang aja. Jadi gak bisa liat� barang�nya.",negative
Akun saya tiba tiba di bekukan . Padahal saya ga melanggar . Tadi aja ada yang telpon mengatas namakan shoppe dan saya dapat hadiah . Dan dia juga tau nama saya sama alamat lengkap sama nomor saya . karena saya tidak percaya tiba tiba akun saya di bekukan . Apa akun saya ada yang nge hack,negative
Tolong mengunduhnyah jangan lama banget,negative
Aplikasi bodoh....gw waktu 12.12 begadang buat dapatin diskon tapi alamat gk tertera di shopee udh seneng diskon tapi bege banget,negative
Apaan sih gratis ongkirnya gak bisa di pakai... Tipu-tipu.. Pas mau di check out gagal gagal... Hadeh kalo memang gak niat ngasih gratis ongkir yowes gak usa,negative
"Sangat kecewa dengan respon CS, mohon diberikan coaching dan refreshment kembali seperti nama CS anonim Rinto, Gagat, Atira sangat-sangat kecewa..",negative
Download loading sumpah??,negative
Semenjak Shopee tanam bisa nyuri air.. Saya jadi g suka Shopee.. Saya yang biasanya panen koin 2 hari jadi 5 hari gara2 dimaling terus... Inimah ngajarin anak orang buat jadi pencuri... Udh mah yang nyuri g nyiram kebun saya... Masih mending kalau nyuri tapi disiram kebun saya... Untuk Shopee tolong hps lagi fasilitas buat nyuri air !!! Saya bakal kasih bintang 5 kalau fasilitas buat nyuri air di hapus!!! Sama sekarang jarang banget voucher gratis ongkir tapi buat tunai...shopee jangan pelit donk!!!,negative
Shopee mau memonopoli jasa kirim,negative
"Aduh kesel sekali kalo kek gini pesan banyak barang malah bedah bedah expedisi ?????? yang mau cepat jadi lambat, sudah di perkirakan datang nya hari ini malah gak datang kalo gini kecewa sekali... tolong balikin seperti awal walaupun Potongan ongkirnya Masi bayar sisanya",negative
Aku gak ngerti kok uinstal terus sih,negative
Kemarin saya beli jam tangan di aplikasi shopee tapi malahan yang dikirim jam rusak dan mati/gk berfungsi... bukan masalah harga nya berapa... tapi tolong pihak shopee kalo ada pelapak yang curang dan gk jujur mendingan ditutup aja akun pelapak yang begitu karena hanya merugikan konsumen/pembeli/pelanggan yang ada di shopee...,negative
Ada thr nya gak jawab cepet kalo ada saya instal,negative
"Tolong perbaiki ya masa saya susah dapat Sms Otapi ke nomor saya sendiri, mau belanja jadi susah gimana ini????",negative
Aplikasi nya sudah di instal coba nunggu nya lama ampe 2 jam ehh pas di akhir malah suruh instal lagi.. Dikira kuota dibeli pakai daun apa,negative
Saya Mengajukan pengembalian Dana pada Pihak Shope dan Pengajuan Tersebut sudah disetujui sama penjual Tapi Kenapa Pihak Owner malah Tidak Menyetujui & Mengahapus pengajuan saya Hilang Duit saya Barang Pun Hanya dikirim Satu padahal Saya Beli 2 item Barang Mengecewakan,negative
Buruk sekali hari hari ini kok bermasalah mulu,negative
"Saya cuma punya satu aplikasi jual beli online dari dulu sampai sekarang saya pakai aplikasi shopee, tapi Makin ke sini shopee makin lemot gambar suka gak kebuka padahal udh di update ke versi yang terbaru padahal sinyal juga lancar"" ajaa masih aja gak kebuka gambarnya tolong di perbaiki yaa.",negative
"Shopeepay nya gak bisa dipakai, padahal udh diisi pas shopeepay nya",negative
downloadnya lama banget sih ??,negative
Seller distrobdg. Penipu. Saya pesen 2 pcs dteng 1pcs!!!!,negative
Shopee jangan mencuri! Shopee jangan mencuri! LEBIH KERAS! Tolong ilangin fitur curi air nyaaa dongg;(,negative
Jelek aplikasi nya,negative
"Sy pelanggan setia shopee ( sebelum jasa ekspedisi di monopoli menjadi jasa ekspedisi "" Shopee express "", mgkn namanya aja yang express tapi pengirimannya super duper lemot alias lamaa poll. Andaikan jasa ekspedisi kita bisa milih, itu jauh lebih bagus.",negative
JANGAN ADA LAGI UPDATE APLIKASI LAGI DI PLAYSTORE !!.,negative
"Turunin 1 bintang,sudah 3 bulan lebih shopee paylater gua ga pernah naek lagi, limit nya turun tanpa sebab ga jelas, auto pindah toko ijo",negative
aplikasi tidak ada bagus bagus nya,negative
"Barang lama banget sampe nya,keburu berubah pikiran pengen beli yang laen,udh gitu ongkir nya gila 30ribu hh",negative
"Ga bisa klaim gratis ongkir, tolong dong d perbaiki usaha sy jadi macet",negative
Aplikasinya berat bikin lemot hp. Gk seperti olshop yang lain.,negative
Di coba dlu kalau bagus di tambah bintang nya,negative
"sudah ke-3 kalinya akun saya selalu di blokir oleh pihak shopee, di saat saya sedang proses membeli , bagaimana jika barangsaya hilang? Atau barang saya tidak sampai? , makin lama makin geblek shopeee. Saya gamau tau akun saya kembalikan!!! Atau jika nnti barangsaya tidak datang saya akan laporkan.",negative
"Bintang yang bicara....... Verikasi nomer tlp tak bisa,rugi data",negative
Daftar akun aja sulitnya minta ampun,negative
Aplikasinya makin gajelas,negative
Pembayaran pending udh 3 hari .,negative
"Tolong dong aplikasinya diperbaiki, mau liat produk""nya sekarang susah, loading terus dan gambarnya gak pernah muncul"" apalagi kalo mau liat flash sale lebih parah lagi loadingnya",negative
gk bisa di update,negative
"Saya kasi bintang satu, setiap saya mau belanja online lewat cod, gk pernah direspon padahal dari pihak tokonya sudah menyetujuinya",negative
Iklan nya jangan muncul dmn mana    di web ada di aplikasi ada di game ada gw jadi pusing,negative
Dimohon untuk pihak shopee saya ingin mengajukan permohonan kalo hasil dari tanam beras Terus jus jambu itu pas dikirimnya di kasih gratis ongkir jangan hrus bayar ongkir juga karena kan tujuan dari nanam beras sama jus jambu itu agar mendatkannya secara gratis tapi ini malah hrus bayar ongkir ya sama aja beli sendiri bukan gratis apalagi ongkirnya yang diatas 15.000 kan rugi sudah nyiram lama lama harus bayar juga mohon dikabulkan permintaan saya ini untuk menggratis ongkir kan hasil dari nanam,negative
"Untuk penangan masalah lama banget, kinerja gak totalitas, contohnya pengembalian produk, bisa berbulan-bulan, padehal bukti sudah jelas, video sudah di buatkan, kurang bukti apalagi, di tambah saya sebagai seller kurir pengiriman tidak bisa di ganti, musti chat shopee, chat admin shopee bikin males, lama di tanganin kasusnya, gak optimal. Makin kesini makin buruk",negative
Semua voucher game 4rbu ternyata hoax,negative
Saya kurangin dulu bintangnya.. Sekarang sudah gak pernah ada lagi dapat voucer gratis ongkir cod..shopeepaya mulu yang muncul..payah padahal cod banyak disukai orang tapi malah ga ada lagi..mungkin sudah saatnya shopee harus turun rating,negative
shopee php terus soal promo di transaksi ada cb setelah di bayar cb kaburr shopee gak asik di tambah ongkir pada naik gak bisa pilih jasa kirim,negative
Kapan dong kirim nya lama banget sih,negative
Kecewa sma shopee,negative
"Bobrok, top up shopee pay kelamaan, gak masuk2.. top up aplikasi sebelah cepet, disini nunggu 1 x 24 jam.. ngalah2in isi pls di konter aja nih aplikasi.. jangan mau pakai shopee pay kalo gini caranya",negative
"Akhirnya sya harus mengeluh, ngeri juga belanja di sini. Kasus yang sya dapati penjualnya gagalkan pembelian saya dan hingga sekarang uang yang sudah sya transfer blm kembali juga, karena rumit prosedure penarikannya",negative
"Ko shopee sekarang kek gitu? Jelek pelayanan nya, mau buat pesanan eh terus muter2 gitu. Abis muter terus keluar sendiri dari aplikasi ny. sudah 2 hari kek gitu, tolomg dong shopee diperbaiki. Jualan saya jg ini mandek jadinya.????",negative
merasa tertipu dengan voucher cashback pas di pakai gak ada cashback koin yang masuk maaf males pakai lagi,negative
Lu kalau gw nonton anime jngn muncul mulu donk,negative
"Awalnya ku pikir bagus tapi buat registrasi rekening aja di puter"". Sampe saya kontak bank nya sudah beres, tapi di shopee lama pelayanan sama pelaporannya.",negative
Permisi mengganggu pihak shopee akun saya yang biasa di pakai jadi hilang sekarang pakai akun yang dulu.pihak shopee saya minta tolong kembalikan akun saya,negative
"Mau di update terus""an gagal terus, sinyal udh bagus memori juga sudah cukup",negative
"Semalam kn saya pesan barang 14 produk, dikirim sehari doang. Dari jam 1 siang tdi notifnya mau dikirim kealamat penerima. Saya cek jam 6 sore tdi notifnya udh sampai kerumah saya. PADAHAL BELUM!!!",negative
assalamualaikum ko lama ngedonloud nya sih??bisa gak di cepetin soal nya kuota aku takut habis baru beli kemaren????????????,negative
Gak bisa login keterangan jaringan bermasalah,negative
"Kok jadi lemot sih, Bintang 1 lagi aja , Bikin bt aj",negative
Gk bs di instal mau nangis sumpa,negative
tidak bksa upload video untjk bukti oengembalian produk,negative
"Sinyal bagus, tapi buat buka shopee susah banget. Kaya sinyal edge, loading barang ngga muncul muncul",negative
Ini kok gak bisa login ya udh daftar ulng jg gak bisa,negative
"jadi agak2 ngeselin yah.. Nyari satu barang aja sampe setengah jam saking lemot nya. Aku suka Shopee yang dulu. jangan bilang blom di apdet aplikasi ya, selalu d apdet soalnya akutu.",negative
"Gak bisa login maupun daftar,kemarin chat nya g bisa terus saya logout pas mau login g bisa mau daftar pun g bisa.aplikasi sudah di update.sudah hapus data,hapus cache DLL.apa saya harus pakai aplikasi lain?",negative
Iklan mengganggu,negative
"Ini kenapa ya ga bisa log in ? Katanya ""tidak ada koneksi internet"" padahal kan sinyal full banget. Log in pakai website bisa sedangkan pakai aplikasinya malah ga bisa ! Mohon banget di benahi",negative
Mimin ngg bisa cek out nihh,negative
KECEWA DENGAN SHOPEE . SAYA PAKAI SHOPEEPAY DAN SERING CHECKOUT BELANJA/ BELANJA DI ALFAMART PAKAI SHOPEE PAY . KENAPA AKUN DI NONAKTIFKAN SECARA SEPIHAK? . PADAHAL SAYA BARU ISI SALDO BUAT CHEKOUT BELANJA. PEMAKAIAN SAYA JUGA NGGAK MERUGIKAN PIHAK LAIN . JANGAN GITU DONG MAIN NONAKTIFKAN SEPIHAK AJA . KECEWA SAYA SAMA SHOPEE DAN SANGAT MERASA DIRUGIKAN!!!,negative
"sudah di download, tapi tidak bisa di instal",negative
Ya mudah ya murah puas belanja Ga ribet,negative
Kalau buka Shopee tanam slalu ga bisa... Tanamannya ga bisa ke siram,negative
"Saya baru bergabung,semoga apa yang saya mau selalu ada",negative
Ini gimana mau bayar shopeepaylater gak bisa..cuma layar putih doang...dan limit tiba2 jadi 0 padahal saya gak pernah telat bayar tagihan.,negative
"tiap ikut lomba shopee joget poin sll 0 padahal dh sampai akhir mulu,bnyk kecurangan dr pihak shopee dlm acara,terus suruh maen ngapain kl yang menang udh di lock ,kl bkn karena uangku dh di shopee pay udh ku delete nyesel percaya,suruh belanja udh belanja juga.",negative
kenapaa akun shopee di batasi atau di blok..parah padahal gw planggan stia shopee tapi di gniin.makin ksni makin parah shopee,negative
Mahal banget ongkirnya??.aku baru download 1 minggu sudah aku hapus,negative
Apa sih gk bisa gratis ongkir aku nyesel donlot ini bikin kaouta ku abis,negative
kenapa susah bngt msuk ke shopee,negative
Kok pas mau daftar ga bisa si tulisannya jaringan bermasalah terus,negative
"Belanja pertama lancar. Belanja kedua tiba tiba aplikasi bermasalah tidak bisa dibuka. sudah clear chace, hapus data bahkan uninstall masih tetap gak bisa dibuka. Padahal nilai belanja ratusan ribu. Belum lagi saldo shopeepay.. apes (28 dec 2020). Ada update 2 hari lalu, dan sekarang belanja disini super lemot.. jika masalah di hp saya, mengapa sebelumnya aman aman saja dan toko sebelah pun lancar lancar saja...males dah",negative
Kenapa erorr si ? Pesanan saya gimana .,negative
Nih shoppe kenapa yaa mau belanja masuk k keranjang ga bisa,negative
Saya harap pesanan saya sampe disaat aplikasi ini sedang eror2 nya,negative
"males ga bisa masuk server eror ,beralih deh ke lazada ...",negative
Kenapa toko nya tanda seru semua cok?,negative
"Saya terkena tipu, uang di shopee pay saya tiba2 sudah transaksi tagihan pulsa ?????? Padahal gk pencet2 apa2 tiba sudah transaksi ?????? Saya d telfn oleh pihak shopee ternyata di tipu",negative
Kode Otapi baru dikirim nggak bisa di gunain buat apa??? Sampe akhirnya ShopeePay saya di Blokir!!! gak Guna sma Sekali!!! Kalo kayak gini terus Rugi kami sebagai Pengguna!!! Saldo ShopeePay udh Banyak malah di Blokir!!! Kami gak bisa Ganti PIN karena Kalian!!! Ngirim Kode Otapi YANG sudah KADALUARSA!!!,negative
kok makin gak karuan aplikasi nya.beberapa hari tidak bisa lihat notifikasi.pesan juga tidak bisa masuk.chat dengan tim shopee di suruh update clear cache log out.sudah update sudah clear cache giliran mau log in malah tidak bisa.parah parah parah.padalah masih ada barang yang belum terkirim.gimana nasib barang itu sekarang.jika sampai tanggal 15 masih tidak bisa login shopee tak hapus,negative
"Knapa tidak bisa login sih, ah bngsatt!!! Login lwan chrome bisa tapi lwat aplikasi gk bisa kan  !!!!!!",negative
Waduh telat bayar sehari shopeepaylater bunganya banyak amat,negative
Ini aplikasi kenapa sih..kenapa shoppe gratis pengiriman nya berubah.jadi ribet.gak ngerti sama sekali.masih berapa kali belanja di shopee aplikasi nya seperti itu.jadi males belanja di aplikasi ini,negative
aku belanja Terussss di shoppe..pas ganti hp download ulang ga bisa log in nangiss dehhh gueh,negative
Waktu di update malah muncul putih doang. Aku kira handphone aku yang bermasalah. Ternyata selesai di servisin tetep aja muncul putih doang,negative
sumpah kesel banged.sudah cape di instal ulang tapi tetap saja masih lemot. putih polos kalo mau cekout..,negative
"Biasa saja, aplikasi ini...selalu di update setiap bulannya...",negative
"Uang kembalian dari J&T nya robek, rusak engga layak buat di pakai lagi",negative
salah beli gak bisa di pengembalian barang dasar aplikasi sampah,negative
"voucher tanam dan beli,itu usaha kami pke kouta dan beli bukan ngratis,terus di bilang curang mna ke adilany",negative
Shopee kenapa skarenag ga ada lagi voucher gratis ongkir...bisanya kalau pakai shopeepay..kenapa ngga kayak dulu... Dan kenapa ketika lihat live ndak pernah bagiin voucher gratis ongkir...ndak kayak dulu Makin kesini makin pelit shopeenya,negative
"Makin kesini shopee makin pelit gratis ongkir sudah gak ada , sudah gitu sekarang sekalinya ada gratis ongkir cuma buat shopee pay , padahal dulu shopee pay bisa paylater bisa dan transfer pun bisa tapi sekarang nihil sudah gak seperti dulu lagi , mending sekarang beralih ke apl yang lain",negative
"Saya mau pakai Voucher gratis ongkir tapi ga bisa, terus saya main shopee tanam biar dapat gratis ongkir eh pas sudah panen malah voucher nya ga bisa dipakai, di voucher saya ada gratis ongkir tapi pas mau check out malah voucher nya ga ada -_-",negative
Makin lama kelamaan shopee makin pelit aja nih gratis ongkirnya Dan skarenag shopee itu harus minimal belanja 50rb lagi dari 30rb.. Kalau kek gini jadi agak males,negative
"Ini kenapa saya tidak bisa login? td chat sm shoppie katanya suruh logout dlu Terus login, Niy udh log out malah g bisa log on,sebel Jaringan g ada wae,pdhal di hapus download lagi aplikasi nya bisa,... Tolong dong solusinya...",negative
Bagus banget aplikasi shopee bikin kepala saya pusing terima kasih ya,negative
Saya udh ga suka aplikasi shopee karena shopee tanam kilat menitnya yang awalnya 10 menit jadi 4 menit mau logout juga gak keburu sebelin ah,negative
Pengiriman terlalu mahal,negative
Tidak mendukung seluruh wilayah Indonesia mengecewakan sekali,negative
"KECEWAAAAA.....sudah 2 x 24 jam lebih... status belum berubah masih di kemas,padahal info dari pihak penjual barang sudah di kirim kan....",negative
"Narik dana penjual dari Tanggal 30-05-2020 sampai 09-06-2020 belum juga masuk ke rekening bank, udh komplain ke email tapi gak ditanggapi dasar APLIKASI BANGSAD!",negative
"semakin kesini semakin buruk aplikasi shopee,baru isi saldo shopeepay langsung aplikasi nya dinonaktifkan,jangan di download daripada nyesel.",negative
kenapaa tidak ada sope pay laternya yaaa punyak aku .. padahl aku da lama pakai,negative
Aplikasi shopeenya lemot banget waktu digunakan,negative
Aplikasi belanja online terburuk yang pernah saya download.... Nyesel aplikasi ruwet,negative
Puas belanja pakai shopee,positive
